基站ID,省份代码,省,地市代码,地市,严重卡顿局数占比,总局数,日卡顿用户数,卡顿集中时段,数据报表日期
460_01_33041_117816607,81,四川,028,成都,0.0,60,0,00,20180221
460_01_33066_117721888,81,四川,028,成都,0.0,11,0,20,20180221
460_01_33191_122891551,81,四川,028,成都,0.0833,12,1,21,20180221
460_01_33035_244478724,81,四川,028,成都,0.0,9,0,21,20180221
460_01_33031_117635105,81,四川,028,成都,0.0,11,0,21,20180221
460_01_33034_244352543,81,四川,028,成都,0.0,10,0,23,20180221
460_01_33028_117611295,81,四川,028,成都,0.0,22,0,14,20180221
460_01_33052_118035743,81,四川,028,成都,0.0,16,0,21,20180221
460_01_33037_117865760,81,四川,028,成都,0.0,15,0,11,20180221
460_01_33063_118546720,81,四川,028,成都,0.0,10,0,23,20180221
460_01_33053_117971745,81,四川,028,成都,0.0,36,0,10,20180221
460_01_33191_223343363,81,四川,028,成都,0.0,21,0,17,20180221
460_01_33191_122839073,81,四川,028,成都,0.0,15,0,20,20180221
460_01_33034_117628193,81,四川,028,成都,0.0,15,0,14,20180221
460_01_33191_122923551,81,四川,028,成都,0.0,47,0,00,20180221
460_01_33062_118800416,81,四川,028,成都,0.0,16,0,22,20180221
460_01_33032_119453729,81,四川,028,成都,0.0909,11,1,23,20180221
460_01_33042_117762817,81,四川,028,成都,0.0,12,0,23,20180221
460_01_33027_117452063,81,四川,028,成都,0.0,15,0,18,20180221
460_01_33192_122791969,81,四川,028,成都,0.0,14,0,10,20180221
460_01_33191_122822943,81,四川,028,成都,0.0588,17,1,16,20180221
460_01_33030_117490720,81,四川,028,成都,0.0,6,0,09,20180221
460_01_33036_117500673,81,四川,028,成都,0.0,31,0,17,20180221
460_01_33032_118361379,81,四川,028,成都,0.0,7,0,14,20180221
460_01_33045_118376991,81,四川,028,成都,0.0,6,0,22,20180221
460_01_33034_244329247,81,四川,028,成都,0.0,6,0,20,20180221
460_01_33041_117702689,81,四川,028,成都,0.0,6,0,19,20180221
460_01_33030_117554719,81,四川,028,成都,0.05,20,1,23,20180221
460_01_33027_117599265,81,四川,028,成都,0.0556,18,1,23,20180221
460_01_33029_117591297,81,四川,028,成都,0.0,10,0,16,20180221
460_01_33030_118840607,81,四川,028,成都,0.0,14,0,13,20180221
460_01_33192_122753025,81,四川,028,成都,0.0,27,0,23,20180221
460_01_33031_117508128,81,四川,028,成都,0.0,24,0,15,20180221
460_01_33192_122791968,81,四川,028,成都,0.0,13,0,16,20180221
460_01_33030_117480735,81,四川,028,成都,0.0357,28,1,15,20180221
460_01_33029_119316255,81,四川,028,成都,0.0,6,0,23,20180221
460_01_33042_117691680,81,四川,028,成都,0.0,7,0,13,20180221
460_01_33027_117448992,81,四川,028,成都,0.0,6,0,22,20180221
460_01_33191_122985249,81,四川,028,成都,0.1111,9,1,19,20180221
460_01_33044_118019360,81,四川,028,成都,0.0,7,0,20,20180221
460_01_33046_119063072,81,四川,028,成都,0.0,7,0,11,20180221
460_01_33039_117874719,81,四川,028,成都,0.0,9,0,23,20180221
460_01_33063_119090209,81,四川,028,成都,0.0,6,0,20,20180221
460_01_33042_245409567,81,四川,028,成都,0.0,8,0,17,20180221
460_01_33037_118227969,81,四川,028,成都,0.0741,27,1,13,20180221
460_01_33038_118038304,81,四川,028,成都,0.0,7,0,00,20180221
460_01_33043_118648095,81,四川,028,成都,0.0,5,0,19,20180221
460_01_33053_117996065,81,四川,028,成都,0.0,9,0,20,20180221
460_01_33053_245422369,81,四川,028,成都,0.0,13,0,22,20180221
460_01_33191_223342625,81,四川,028,成都,0.0408,49,2,15,20180221
460_01_33027_118318111,81,四川,028,成都,0.0,5,0,15,20180221
460_01_33031_244542211,81,四川,028,成都,0.0,26,0,09,20180221
460_01_33028_244476674,81,四川,028,成都,0.0,5,0,21,20180221
460_01_33035_117706528,81,四川,028,成都,0.0,6,0,23,20180221
460_01_33041_117792545,81,四川,028,成都,0.0,10,0,20,20180221
460_01_33042_118244129,81,四川,028,成都,0.2,5,1,21,20180221
460_01_33038_118167072,81,四川,028,成都,0.0,17,0,23,20180221
460_01_33037_222365227,81,四川,028,成都,0.0,5,0,02,20180221
460_01_33043_118067487,81,四川,028,成都,0.0,10,0,23,20180221
460_01_33048_118339361,81,四川,028,成都,0.0909,33,3,00,20180221
460_01_33068_118760480,81,四川,028,成都,0.0,8,0,19,20180221
460_01_33037_118199328,81,四川,028,成都,0.0,5,0,19,20180221
460_01_33037_117999391,81,四川,028,成都,0.2222,9,1,14,20180221
460_01_33038_118075170,81,四川,028,成都,0.0,15,0,16,20180221
460_01_33044_117874207,81,四川,028,成都,0.0,13,0,23,20180221
460_01_33043_118218016,81,四川,028,成都,0.0,9,0,23,20180221
460_01_33062_118409504,81,四川,028,成都,0.0,39,0,16,20180221
460_01_33045_119107360,81,四川,028,成都,0.0,24,0,19,20180221
460_01_33038_118702111,81,四川,028,成都,0.0,6,0,18,20180221
460_01_33042_117840416,81,四川,028,成都,0.0,47,0,16,20180221
460_01_33053_118795041,81,四川,028,成都,0.0,22,0,19,20180221
460_01_33038_117985056,81,四川,028,成都,0.0,19,0,10,20180221
460_01_33037_245663747,81,四川,028,成都,0.0,19,0,10,20180221
460_01_33068_118502943,81,四川,028,成都,0.0,6,0,13,20180221
460_01_33036_117701664,81,四川,028,成都,0.0,36,0,16,20180221
460_01_33031_117444383,81,四川,028,成都,0.0,10,0,00,20180221
460_01_33043_245377316,81,四川,028,成都,0.0,7,0,17,20180221
460_01_33042_117796899,81,四川,028,成都,0.0,11,0,02,20180221
460_01_33048_118118689,81,四川,028,成都,0.0,25,0,09,20180221
460_01_33037_118226720,81,四川,028,成都,0.1667,6,1,14,20180221
460_01_33043_118130719,81,四川,028,成都,0.0,8,0,19,20180221
460_01_33035_117535265,81,四川,028,成都,0.0,5,0,23,20180221
460_01_33047_244378143,81,四川,028,成都,0.0,10,0,15,20180221
460_01_33039_118197537,81,四川,028,成都,0.0,5,0,00,20180221
460_01_33048_245689347,81,四川,028,成都,0.0,38,0,23,20180221
460_01_33042_118022687,81,四川,028,成都,0.0,44,0,23,20180221
460_01_33036_244583938,81,四川,028,成都,0.0,26,0,23,20180221
460_01_33192_244382497,81,四川,028,成都,0.0,8,0,17,20180221
460_01_33032_118283808,81,四川,028,成都,0.0,16,0,18,20180221
460_01_33191_122985504,81,四川,028,成都,0.0909,11,1,20,20180221
460_01_33037_118215967,81,四川,028,成都,0.0,6,0,13,20180221
460_01_33031_117634335,81,四川,028,成都,0.0,11,0,19,20180221
460_01_33031_117506079,81,四川,028,成都,0.0,30,0,18,20180221
460_01_33048_245722114,81,四川,028,成都,0.0,17,0,18,20180221
460_01_33191_122903073,81,四川,028,成都,0.0,23,0,18,20180221
460_01_33037_118595872,81,四川,028,成都,0.0,43,0,23,20180221
460_01_33034_117677855,81,四川,028,成都,0.0,21,0,21,20180221
460_01_33027_117537795,81,四川,028,成都,0.0,10,0,22,20180221
460_01_33192_122773537,81,四川,028,成都,0.0,36,0,23,20180221
460_01_45686_246448435,81,四川,0830,泸州,0.1667,6,1,16,20180221
460_01_33169_122025522,81,四川,0830,泸州,0.0,7,0,13,20180221
460_01_33167_121948977,81,四川,0830,泸州,0.0,8,0,23,20180221
460_01_33169_121993523,81,四川,0830,泸州,0.0,8,0,13,20180221
460_01_33167_122039858,81,四川,0830,泸州,0.0,19,0,21,20180221
460_01_33167_121915697,81,四川,0830,泸州,0.0,12,0,21,20180221
460_01_45683_122208563,81,四川,0830,泸州,0.0357,28,1,09,20180221
460_01_33166_246502706,81,四川,0830,泸州,0.0,5,0,18,20180221
460_01_45686_122212657,81,四川,0830,泸州,0.0,8,0,23,20180221
460_01_33167_122272819,81,四川,0830,泸州,0.0,6,0,13,20180221
460_01_45686_122150705,81,四川,0830,泸州,0.0,21,0,23,20180221
460_01_33166_122006323,81,四川,0830,泸州,0.0,15,0,18,20180221
460_01_33035_117549599,81,四川,028,成都,0.0,11,0,23,20180221
460_01_33033_118379041,81,四川,028,成都,0.0,7,0,21,20180221
460_01_33030_117661216,81,四川,028,成都,0.0,13,0,16,20180221
460_01_33192_122696223,81,四川,028,成都,0.0,5,0,14,20180221
460_01_33192_246319185,81,四川,028,成都,0.0,7,0,15,20180221
460_01_33192_122777120,81,四川,028,成都,0.0,9,0,16,20180221
460_01_33035_117704991,81,四川,028,成都,0.0,9,0,20,20180221
460_01_33030_117542945,81,四川,028,成都,0.0,18,0,16,20180221
460_01_33038_245500161,81,四川,028,成都,0.0,21,0,20,20180221
460_01_33036_117484576,81,四川,028,成都,0.0,12,0,21,20180221
460_01_33042_245741089,81,四川,028,成都,0.0,19,0,21,20180221
460_01_33045_118293506,81,四川,028,成都,0.0,24,0,16,20180221
460_01_33047_244436768,81,四川,028,成都,0.0,8,0,10,20180221
460_01_33045_117803809,81,四川,028,成都,0.0,7,0,20,20180221
460_01_33032_117627681,81,四川,028,成都,0.0,13,0,21,20180221
460_01_33191_223336225,81,四川,028,成都,0.0244,41,1,14,20180221
460_01_33192_246294305,81,四川,028,成都,0.0,10,0,20,20180221
460_01_33036_117552416,81,四川,028,成都,0.0,5,0,22,20180221
460_01_33031_117456129,81,四川,028,成都,0.0,7,0,20,20180221
460_01_33037_118250783,81,四川,028,成都,0.0,9,0,17,20180221
460_01_33030_118600705,81,四川,028,成都,0.0,5,0,09,20180221
460_01_33039_118074145,81,四川,028,成都,0.0,21,0,23,20180221
460_01_33038_117774111,81,四川,028,成都,0.0,7,0,12,20180221
460_01_33032_117450785,81,四川,028,成都,0.0,12,0,15,20180221
460_01_33030_117662496,81,四川,028,成都,0.0,57,0,18,20180221
460_01_33030_117445381,81,四川,028,成都,0.0,27,0,21,20180221
460_01_33192_122798369,81,四川,028,成都,0.0,26,0,14,20180221
460_01_33033_244408863,81,四川,028,成都,0.1429,7,1,14,20180221
460_01_33028_244570371,81,四川,028,成都,0.2,5,1,21,20180221
460_01_33030_117577760,81,四川,028,成都,0.0,8,0,21,20180221
460_01_33031_244497184,81,四川,028,成都,0.0,22,0,23,20180221
460_01_33041_117568799,81,四川,028,成都,0.0,6,0,23,20180221
460_01_33030_117521695,81,四川,028,成都,0.0,35,0,22,20180221
460_01_33030_119429920,81,四川,028,成都,0.0,12,0,22,20180221
460_01_33052_244606466,81,四川,028,成都,0.0,7,0,15,20180221
460_01_33053_117929760,81,四川,028,成都,0.0,24,0,23,20180221
460_01_33053_118042145,81,四川,028,成都,0.0,8,0,17,20180221
460_01_33045_118306561,81,四川,028,成都,0.0,14,0,21,20180221
460_01_33032_244325891,81,四川,028,成都,0.0,6,0,19,20180221
460_01_33039_117869571,81,四川,028,成都,0.0,7,0,23,20180221
460_01_33045_118876462,81,四川,028,成都,0.0,18,0,23,20180221
460_01_33049_118066464,81,四川,028,成都,0.0,7,0,22,20180221
460_01_33040_245551393,81,四川,028,成都,0.1429,7,1,16,20180221
460_01_33043_118043425,81,四川,028,成都,0.0417,24,1,13,20180221
460_01_33048_118118945,81,四川,028,成都,0.0,14,0,17,20180221
460_01_33048_118116129,81,四川,028,成都,0.0,7,0,14,20180221
460_01_33053_117781023,81,四川,028,成都,0.0,38,0,16,20180221
460_01_33046_118422559,81,四川,028,成都,0.0,7,0,14,20180221
460_01_33045_118083104,81,四川,028,成都,0.0,6,0,14,20180221
460_01_33192_246324563,81,四川,028,成都,0.1429,7,1,11,20180221
460_01_33037_118062112,81,四川,028,成都,0.0,31,0,10,20180221
460_01_33037_118500895,81,四川,028,成都,0.0,7,0,04,20180221
460_01_33037_118177311,81,四川,028,成都,0.0,12,0,23,20180221
460_01_33034_117570082,81,四川,028,成都,0.2,5,1,01,20180221
460_01_33048_117902113,81,四川,028,成都,0.0,14,0,21,20180221
460_01_33034_119385632,81,四川,028,成都,0.0,7,0,15,20180221
460_01_33037_117916704,81,四川,028,成都,0.0,6,0,10,20180221
460_01_33045_117868801,81,四川,028,成都,0.0,6,0,21,20180221
460_01_33033_244434209,81,四川,028,成都,0.0,5,0,20,20180221
460_01_33037_117821985,81,四川,028,成都,0.0,13,0,22,20180221
460_01_33034_117708289,81,四川,028,成都,0.0,43,0,19,20180221
460_01_33048_245510687,81,四川,028,成都,0.0,5,0,15,20180221
460_01_33191_122983200,81,四川,028,成都,0.0,17,0,17,20180221
460_01_33045_245452291,81,四川,028,成都,0.0,16,0,12,20180221
460_01_33037_118432800,81,四川,028,成都,0.0,62,0,21,20180221
460_01_33045_117829920,81,四川,028,成都,0.0,34,0,12,20180221
460_01_33042_117774626,81,四川,028,成都,0.0,24,0,12,20180221
460_01_33048_118437162,81,四川,028,成都,0.0,6,0,17,20180221
460_01_33046_117884960,81,四川,028,成都,0.0,10,0,22,20180221
460_01_33048_245591553,81,四川,028,成都,0.0,20,0,16,20180221
460_01_33038_117951264,81,四川,028,成都,0.0,22,0,23,20180221
460_01_33037_118228256,81,四川,028,成都,0.0,6,0,23,20180221
460_01_33048_118118175,81,四川,028,成都,0.0,10,0,23,20180221
460_01_33039_118317088,81,四川,028,成都,0.0,21,0,09,20180221
460_01_33063_117856033,81,四川,028,成都,0.0,9,0,23,20180221
460_01_33028_244334113,81,四川,028,成都,0.0,5,0,23,20180221
460_01_33191_122937121,81,四川,028,成都,0.04,25,1,16,20180221
460_01_33071_118925345,81,四川,028,成都,0.0,5,0,23,20180221
460_01_33035_117506849,81,四川,028,成都,0.0,10,0,23,20180221
460_01_33034_117463041,81,四川,028,成都,0.0,44,0,23,20180221
460_01_33191_223350560,81,四川,028,成都,0.0,23,0,12,20180221
460_01_33191_223334433,81,四川,028,成都,0.0,17,0,23,20180221
460_01_33041_117469473,81,四川,028,成都,0.1667,6,1,18,20180221
460_01_33042_117812772,81,四川,028,成都,0.0,5,0,15,20180221
460_01_33046_118059809,81,四川,028,成都,0.0,5,0,22,20180221
460_01_33038_117832992,81,四川,028,成都,0.0,7,0,21,20180221
460_01_33066_118956320,81,四川,028,成都,0.0,5,0,16,20180221
460_01_33030_117485088,81,四川,028,成都,0.0,10,0,23,20180221
460_01_33192_122734881,81,四川,028,成都,0.0,8,0,01,20180221
460_01_33034_119384866,81,四川,028,成都,0.0,8,0,10,20180221
460_01_33192_122714882,81,四川,028,成都,0.0,5,0,21,20180221
460_01_33036_117682721,81,四川,028,成都,0.0,5,0,16,20180221
460_01_33042_244553987,81,四川,028,成都,0.0,6,0,19,20180221
460_01_33028_244430081,81,四川,028,成都,0.0,5,0,00,20180221
460_01_33030_117546017,81,四川,028,成都,0.0,21,0,11,20180221
460_01_33045_117905441,81,四川,028,成都,0.0,19,0,23,20180221
460_01_33035_117728289,81,四川,028,成都,0.0,9,0,23,20180221
460_01_33027_117537056,81,四川,028,成都,0.0,8,0,23,20180221
460_01_33034_244501505,81,四川,028,成都,0.0,5,0,21,20180221
460_01_33076_118445344,81,四川,028,成都,0.0,12,0,22,20180221
460_01_33034_117704735,81,四川,028,成都,0.0,10,0,19,20180221
460_01_33028_117498655,81,四川,028,成都,0.0,15,0,15,20180221
460_01_33027_117720865,81,四川,028,成都,0.0455,22,1,16,20180221
460_01_33037_118704416,81,四川,028,成都,0.0,11,0,21,20180221
460_01_33050_222475552,81,四川,028,成都,0.0,15,0,16,20180221
460_01_33030_117445409,81,四川,028,成都,0.0,9,0,09,20180221
460_01_33191_122887969,81,四川,028,成都,0.0,20,0,11,20180221
460_01_33192_122763808,81,四川,028,成都,0.0516,155,1,22,20180221
460_01_33192_122790689,81,四川,028,成都,0.0,11,0,23,20180221
460_01_33192_244383008,81,四川,028,成都,0.0,5,0,22,20180221
460_01_33035_117460225,81,四川,028,成都,0.0,14,0,22,20180221
460_01_33043_118452513,81,四川,028,成都,0.0,21,0,14,20180221
460_01_33047_118660129,81,四川,028,成都,0.0588,17,1,10,20180221
460_01_33035_117584929,81,四川,028,成都,0.0,16,0,17,20180221
460_01_33034_117567263,81,四川,028,成都,0.0,56,0,20,20180221
460_01_33047_117925408,81,四川,028,成都,0.0,9,0,23,20180221
460_01_33031_244512773,81,四川,028,成都,0.0,8,0,23,20180221
460_01_33192_122801951,81,四川,028,成都,0.0,18,0,23,20180221
460_01_33032_244325920,81,四川,028,成都,0.0,10,0,14,20180221
460_01_33028_119149087,81,四川,028,成都,0.1,10,1,16,20180221
460_01_33046_245435936,81,四川,028,成都,0.0,8,0,23,20180221
460_01_33046_118519584,81,四川,028,成都,0.0,5,0,18,20180221
460_01_33043_118057247,81,四川,028,成都,0.0,13,0,17,20180221
460_01_33048_118118433,81,四川,028,成都,0.0,26,0,16,20180221
460_01_33033_118059295,81,四川,028,成都,0.0,12,0,16,20180221
460_01_33040_117990943,81,四川,028,成都,0.0,5,0,19,20180221
460_01_33048_118565663,81,四川,028,成都,0.0,13,0,23,20180221
460_01_33038_117933856,81,四川,028,成都,0.0,5,0,16,20180221
460_01_33076_118359585,81,四川,028,成都,0.0,11,0,23,20180221
460_01_33051_117792035,81,四川,028,成都,0.0,10,0,22,20180221
460_01_33066_117726495,81,四川,028,成都,0.0,6,0,18,20180221
460_01_33051_117767219,81,四川,028,成都,0.2,10,1,21,20180221
460_01_33042_118254111,81,四川,028,成都,0.0,29,0,23,20180221
460_01_33038_245660191,81,四川,028,成都,0.0,9,0,12,20180221
460_01_33033_118299424,81,四川,028,成都,0.0,10,0,12,20180221
460_01_33047_117866015,81,四川,028,成都,0.0,52,0,23,20180221
460_01_33041_117467937,81,四川,028,成都,0.0606,33,1,15,20180221
460_01_33036_244571906,81,四川,028,成都,0.0,5,0,18,20180221
460_01_33071_117655585,81,四川,028,成都,0.0,6,0,20,20180221
460_01_33033_117624865,81,四川,028,成都,0.0,44,0,15,20180221
460_01_33026_117486880,81,四川,028,成都,0.0,9,0,10,20180221
460_01_33029_117511201,81,四川,028,成都,0.0,11,0,00,20180221
460_01_33047_117918496,81,四川,028,成都,0.0,5,0,20,20180221
460_01_33036_117701155,81,四川,028,成都,0.0,9,0,23,20180221
460_01_33028_244473858,81,四川,028,成都,0.0,18,0,23,20180221
460_01_33044_118020097,81,四川,028,成都,0.0,42,0,09,20180221
460_01_33061_118469665,81,四川,028,成都,0.0,5,0,20,20180221
460_01_33027_117509152,81,四川,028,成都,0.0,15,0,17,20180221
460_01_33044_118335265,81,四川,028,成都,0.0,21,0,16,20180221
460_01_33043_245727746,81,四川,028,成都,0.0,16,0,16,20180221
460_01_33027_119182367,81,四川,028,成都,0.0,5,0,17,20180221
460_01_33035_118316575,81,四川,028,成都,0.0,11,0,23,20180221
460_01_33035_117647873,81,四川,028,成都,0.0,7,0,20,20180221
460_01_33192_122693920,81,四川,028,成都,0.0,38,0,15,20180221
460_01_33047_244488223,81,四川,028,成都,0.0,7,0,17,20180221
460_01_33027_118798881,81,四川,028,成都,0.0,7,0,22,20180221
460_01_33035_117622816,81,四川,028,成都,0.0,11,0,20,20180221
460_01_33035_117537569,81,四川,028,成都,0.0,7,0,12,20180221
460_01_33043_117882656,81,四川,028,成都,0.0,20,0,12,20180221
460_01_33042_118691626,81,四川,028,成都,0.0,13,0,21,20180221
460_01_33039_117942305,81,四川,028,成都,0.0,11,0,02,20180221
460_01_33041_117786913,81,四川,028,成都,0.0,24,0,21,20180221
460_01_33046_118178592,81,四川,028,成都,0.0,18,0,22,20180221
460_01_33046_118001444,81,四川,028,成都,0.0082,122,1,16,20180221
460_01_33191_122933024,81,四川,028,成都,0.0,20,0,21,20180221
460_01_33042_117760289,81,四川,028,成都,0.0,5,0,16,20180221
460_01_33191_122886176,81,四川,028,成都,0.0,18,0,21,20180221
460_01_33037_118212383,81,四川,028,成都,0.0,5,0,22,20180221
460_01_33053_118325024,81,四川,028,成都,0.0,12,0,14,20180221
460_01_33037_117912609,81,四川,028,成都,0.0,19,0,20,20180221
460_01_33038_118406687,81,四川,028,成都,0.0,7,0,17,20180221
460_01_33046_245464835,81,四川,028,成都,0.0,14,0,23,20180221
460_01_33042_117763871,81,四川,028,成都,0.0,16,0,02,20180221
460_01_33191_223345953,81,四川,028,成都,0.0,27,0,16,20180221
460_01_33043_118055968,81,四川,028,成都,0.0,8,0,20,20180221
460_01_33028_119232799,81,四川,028,成都,0.0,22,0,09,20180221
460_01_33191_122956064,81,四川,028,成都,0.0,7,0,21,20180221
460_01_33034_117606176,81,四川,028,成都,0.0,13,0,21,20180221
460_01_33191_122836768,81,四川,028,成都,0.2222,9,2,21,20180221
460_01_33192_122802208,81,四川,028,成都,0.0,17,0,23,20180221
460_01_33051_119285282,81,四川,028,成都,0.0,5,0,17,20180221
460_01_33038_117817119,81,四川,028,成都,0.1111,9,1,23,20180221
460_01_33039_117935392,81,四川,028,成都,0.0,5,0,21,20180221
